ICN,Corporation,Incorporation Date,Status,Status Date,Size,ABN,State,Post Code,Locality,Industry,ACNC Registered?,Numbe of Members,Numbe of Directors,Number of Directors with the Title 'Mr',Number of Directors with the Title 'Miss' or 'Mrs' or 'Ms',Number of Directors with no Sex-Identifying Title,Total Income 2019/20,Total Assets 2019/20,Number of Employees 2019/20,Total Income 2020/21,Total Assets 2020/21,Number of Employees 2020/21,Total Income 2021/22,Total Assets 2021/22,Number of Employees 2021/22,URL,,,,,,,,,,,,,
3859,Goodagan Aboriginal Corporation,12/09/2001,Deregistered,19/04/2010,Medium,,NSW,2440,Frederickton,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3859,,,,,,,,,,,,,
3860,Erubam Le Traditional Land and Sea Owners (Torres Strait Islanders) Corporation RNTBC,19/09/2001,Registered,19/09/2001,Small,22691180786,QLD,4875,THURSDAY ISLAND,Land and waters management?care for Country; Other,,112,6,4,2,0,< $100K,< $100K,0,< $100K,< $100K, 1-4,< $100K,< $100K,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3860,,,,,,,,,,,,,
3861,Gebaralgal (Torres Strait Islanders) Corporation RNTBC,18/09/2001,Registered,18/09/2001,Small,,QLD,4875,HORN,Land and waters management?care for Country; Other,,56,7,4,3,0,< $100K,< $100K,0,< $100K,< $100K,0,< $100K,< $100K,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3861,,,,,,,,,,,,,
3862,Ngalang Mia Aboriginal Corporation,16/08/2001,Deregistered,8/03/2023,Small,,WA,6239,DONNYBROOK,Education and training; Other,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3862,,,,,,,,,,,,,
3863,Narungga Nation Aboriginal Corporation,01/09/2001,Registered,1/09/2001,Medium,18573135424,SA,5000,Adelaide,Heritage and culture; Land and waters management?care for Country; Other,,456,11,7,3,0,$100K - $5m,$100K - $2.5m, 1-4,$100K - $5m,$100K - $2.5m,0,$100K - $5m,$100K - $2.5m, 1-4,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3863,,,,,,,,,,,,,
3864,Hopevale Aboriginal Corporation for Arts and Culture,30/08/2001,Registered,30/08/2001,Medium,44002739005,QLD,4895,HOPE VALE,Arts; Other,Y,95,6,1,1,0,$100K - $5m,$100K - $2.5m, 1-4,$100K - $5m,$100K - $2.5m, 1-4,$100K - $5m,$100K - $2.5m, 1-4,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3864,,,,,,,,,,,,,
3865,Woolagoodja Island Aboriginal Corporation,23/01/2002,Deregistered,16/08/2010,Small,,WA,6728,DERBY,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3865,,,,,,,,,,,,,
3866,Niigarr Baygal Mens Aboriginal Corporation,29/10/2001,Deregistered,26/05/2006,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3866,,,,,,,,,,,,,
3867,Bundaberg District Aboriginal & Torres Strait Islanders Corporation Medical Centre,30/08/2001,Deregistered,24/10/2009,Medium,,QLD,4670,BUNDABERG,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3867,,,,,,,,,,,,,
3868,Yimadumanja Aboriginal Corporation,21/12/2001,Registered,26/02/2011,Medium,68109190765,NT,0885,ALYANGULA,Hospitality and tourism,,37,11,3,6,0,$100K - $5m,$100K - $2.5m, 5-24,$100K - $5m,$100K - $2.5m, 5-24,$100K - $5m,$100K - $2.5m, 5-24,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3868,,,,,,,,,,,,,
3869,Gurrbalgun Urrmarr  Aboriginal Corporation,12/12/2001,Registered,20/12/2010,Small,,WA,6725,BROOME,Land and waters management?care for Country; Other,,11,5,3,2,0,< $100K,< $100K,0,< $100K,< $100K,0,< $100K,< $100K,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3869,,,,,,,,,,,,,
3871,Piyarli Yardi  Aboriginal Corporation,19/10/2001,Registered,19/10/2001,Small,87564597658,WA,6701,CARNARVON,Arts; Education and training; Employment; Other,,21,5,1,1,0,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3871,,,,,,,,,,,,,
3873,Consultative Body Aboriginal Corporation on Indigenous Land and Artefacts in the Ngunnawal Area,20/09/2001,Deregistered,24/10/2009,Medium,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3873,,,,,,,,,,,,,
3874,Gullawewe Aboriginal Corporation,25/01/2002,Deregistered,24/10/2009,Medium,,WA,6740,WYNDHAM,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3874,,,,,,,,,,,,,
3875,Nauiyu Social Development Aboriginal Corporation,13/11/2001,Deregistered,24/10/2009,Small,,NT,0822,DALY RIVER,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3875,,,,,,,,,,,,,
3876,Wirrilimarra Banyjima Custodians Aboriginal Corporation,16/11/2001,Registered,16/11/2001,Small,75169348908,WA,6163,SPEARWOOD,Mining and mining support services; Municipal services; Other,,39,6,2,3,0,< $100K,< $100K,0,< $100K,< $100K,0,< $100K,< $100K,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3876,,,,,,,,,,,,,
3877,Yirrabii Arts & Crafts Aboriginal Corporation,20/09/2001,Deregistered,8/12/2020,Small,31307304827,WA,6743,Kununurra,Other,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3877,,,,,,,,,,,,,
3878,Luridgii Cultural - Eco Tours Aboriginal Corporation,20/09/2001,Registered,20/09/2001,Small,25617724292,WA,6743,Kununurra,Other,,8,4,3,0,0,< $100K,< $100K,0,< $100K,< $100K,0,,,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3878,,,,,,,,,,,,,
3879,Bornor Gundi Gurrama Aboriginal Corporation,25/09/2001,Registered,25/09/2001,Small,70967449830,WA,6069,ELLENBROOK,Land and waters management?care for Country,,24,1,0,1,0,< $100K,< $100K,> 24,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3879,,,,,,,,,,,,,
3880,Dungalun Store Aboriginal Corporation,29/11/2001,Deregistered,24/10/2009,Medium,,NT,0851,KATHERINE,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3880,,,,,,,,,,,,,
3881,Parkes Business Aboriginal Corporation,12/11/2001,Deregistered,6/04/2005,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3881,,,,,,,,,,,,,
3882,Wulguna Aboriginal Corporation,18/09/2001,Registered,18/09/2001,Small,37782627186,NT,0871,ALICE SPRINGS,Other,,161,12,6,6,0,$100K - $5m,$100K - $2.5m, 1-4,< $100K,$100K - $2.5m,0,< $100K,< $100K,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3882,,,,,,,,,,,,,
3883,Goomeroi Elders Aboriginal Corporation Toomelah,22/04/2002,Registered,22/04/2002,Small,80616857380,NSW,2409,BOGGABILLA,Heritage and culture; Other,,15,3,1,1,0,< $100K,< $100K,0,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3883,,,,,,,,,,,,,
3884,Rio CDEP Aboriginal Corporation,05/12/2001,Deregistered,2/11/2010,Medium,,NSW,2469,TABULAM,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3884,,,,,,,,,,,,,
3885,South West Indigenous Aboriginal Corporation,12/10/2001,Deregistered,31/05/2006,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3885,,,,,,,,,,,,,
3886,Gunggari Aboriginal Corporation for Land,19/10/2001,Deregistered,31/05/2006,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3886,,,,,,,,,,,,,
3887,Wilkie Aboriginal Corporation,03/10/2002,Deregistered,24/10/2009,Medium,47325898659,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3887,,,,,,,,,,,,,
3888,Sarina CDEP Aboriginal & Torres Strait Islanders Corporation,12/12/2001,Deregistered,24/10/2009,Medium,,QLD,4737,SARINA,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3888,,,,,,,,,,,,,
3889,Wagadagam Torres Strait Islanders Corporation,18/10/2001,Deregistered,27/06/2011,Medium,,WA,6725,BROOME,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3889,,,,,,,,,,,,,
3890,The Dieri Aboriginal Corporation RNTBC,19/10/2001,Registered,19/10/2001,Large,27727164567,SA,5700,PORT AUGUSTA,Community services; Education and training; Employment; Health care and health promotion; Heritage and culture; Land and waters management?care for Country,Y,891,12,6,6,0,> $5m,> $2.5m, 5-24,> $5m,> $2.5m, 5-24,> $5m,> $2.5m,> 24,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3890,,,,,,,,,,,,,
3891,Forbes Aboriginal Corporation of Sisters,05/11/2001,Deregistered,26/05/2006,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3891,,,,,,,,,,,,,
3892,Thungutti Gooree Sports & Recreation  Aboriginal Corporation,24/10/2001,Deregistered,26/05/2006,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3892,,,,,,,,,,,,,
3893,Kau-Sar Torres Strait Islanders Corporation,24/10/2001,Deregistered,24/10/2009,Medium,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3893,,,,,,,,,,,,,
3894,Thungutti Rugby League Football Club (Aboriginal Corporation),24/10/2001,Deregistered,26/05/2006,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3894,,,,,,,,,,,,,
3895,Thungutti Nulla Nulla Aboriginal Corporation Day Care and Pre School,24/10/2001,Deregistered,26/05/2006,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3895,,,,,,,,,,,,,
3896,Traditional Thunghutti Elders Aboriginal Corporation,29/10/2001,Deregistered,19/04/2010,Medium,,NSW,2440,BELLBROOK,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3896,,,,,,,,,,,,,
3897,Groote Eylandt and Bickerton Island Enterprises Aboriginal Corporation,12/12/2001,Registered,12/12/2001,Large,27180011678,NT,0885,ALYANGULA,Community services; Construction; Education and training; Employment; Health care and health promotion; Hospitality and tourism; Land and waters management?care for Country,Y,203,9,5,2,0,> $5m,> $2.5m,> 24,> $5m,> $2.5m,> 24,> $5m,> $2.5m,> 24,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3897,,,,,,,,,,,,,
3898,Bonalbo Aboriginal Corporation,17/12/2001,Deregistered,8/03/2023,Small,84896010712,NSW,2469,BONALBO,Communication services; Community services; Health care and health promotion; Other,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3898,,,,,,,,,,,,,
3902,Murrumbidgee Elders Aboriginal Corporation,20/02/2002,Deregistered,9/12/2010,Small,56734062820,NSW,2706,Darlington Point,Arts; Manufacturing,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3902,,,,,,,,,,,,,
3904,Gumtree Aboriginal Corporation,27/11/2001,Deregistered,16/06/2010,Small,,QLD,4882,Tolga,Education and training; Employment; Other services,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3904,,,,,,,,,,,,,
3905,Milari Aboriginal Corporation,18/01/2002,Registered,18/01/2002,Small,99947114791,WA,6725,BROOME,"Agriculture, aquaculture, forestry, fishing; Education and training; Heritage and culture; Land and waters management?care for Country; Manufacturing; Other",,20,5,2,2,0,< $100K,< $100K,0,< $100K,< $100K,0,< $100K,< $100K,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3905,,,,,,,,,,,,,
3906,Nauiyu Chorale Group Aboriginal Corporation,16/11/2001,Deregistered,24/10/2009,Small,,NT,0822,DALY RIVER,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3906,,,,,,,,,,,,,
3907,Gamilaraay Bagandi Aboriginal Corporation,14/11/2001,Deregistered,22/06/2010,Medium,21343964524,NSW,2340,SOMERTON,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3907,,,,,,,,,,,,,
3908,Dorge-Zageth Torres Strait Islanders Corporation,21/05/2002,Deregistered,24/10/2009,Medium,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3908,,,,,,,,,,,,,
3909,Aboriginal Justice Advocacy Committee Aboriginal Corporation,04/12/2001,Deregistered,22/06/2010,Medium,,SA,5000,Adelaide,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3909,,,,,,,,,,,,,
3910,Toowoomba and District Aboriginal Corporation for Health,25/02/2002,Deregistered,31/05/2006,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3910,,,,,,,,,,,,,
3911,Gurrarlga Aboriginal Corporation,08/04/2002,Deregistered,24/10/2009,Medium,,WA,6725,BROOME,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3911,,,,,,,,,,,,,
3913,Yullu Wirru Aboriginal Corporation,19/02/2002,Deregistered,1/06/2017,Small,,SA,5700,PORT AUGUSTA,Other,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3913,,,,,,,,,,,,,
3914,Omoke Aboriginal Corporation,19/12/2001,Deregistered,27/06/2011,Small,77270360194,WA,6061,MIRRABOOKA,Heritage and culture; Other,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3914,,,,,,,,,,,,,
3915,Kulkalgal (Torres Strait Islanders) Corporation RNTBC,07/01/2002,Registered,7/01/2002,Small,42604307906,QLD,4875,COCONUT ISLAND,Land and waters management?care for Country; Other,,31,6,4,2,0,< $100K,< $100K,0,,,0,< $100K,< $100K,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3915,,,,,,,,,,,,,
3917,Kabul-Gambuwal Traditional Owners Aboriginal Corporation,30/05/2002,Deregistered,24/10/2009,Medium,,QLD,4123,ROCHEDALE SOUTH,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3917,,,,,,,,,,,,,
3919,Uralia Theatre Aboriginal Corporation,05/12/2001,Deregistered,24/10/2009,Medium,,WA,6722,SOUTH HEDLAND,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3919,,,,,,,,,,,,,
3920,Milingimbi Art and Cultural Aboriginal Corporation,10/12/2001,Registered,10/12/2001,Medium,74197007196,NT,0822,MILINGIMBI,Arts; Community services; Education and training; Employment; Heritage and culture; Other services; Wholesale and retail trade (shops),Y,69,9,3,5,0,$100K - $5m,$100K - $2.5m, 5-24,$100K - $5m,$100K - $2.5m, 5-24,$100K - $5m,$100K - $2.5m, 5-24,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3920,,,,,,,,,,,,,
3921,Murdi Gudi Mens Group Aboriginal Corporation Dalby QLD,29/01/2002,Deregistered,31/05/2006,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3921,,,,,,,,,,,,,
3922,Tyarne Aboriginal Corporation,17/12/2001,Registered,17/12/2001,Small,,NT,0871,ALICE SPRINGS,Land and waters management?care for Country; Other,,6,3,2,0,0,< $100K,< $100K,0,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3922,,,,,,,,,,,,,
3923,Tyantyenge Aboriginal Corporation,10/12/2001,Registered,10/12/2001,Medium,18080311627,NT,0872,ALICE SPRINGS,Wholesale and retail trade (shops),,107,8,4,3,0,$100K - $5m,$100K - $2.5m, 5-24,$100K - $5m,$100K - $2.5m,0,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3923,,,,,,,,,,,,,
3924,Arramwelke Aboriginal Corporation,10/12/2001,Registered,10/12/2001,Medium,31221084609,NT,0872,ALICE SPRINGS,Housing and tenancy; Municipal services; Other,,86,8,4,1,0,$100K - $5m,$100K - $2.5m, 5-24,$100K - $5m,$100K - $2.5m, 5-24,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3924,,,,,,,,,,,,,
3925,Ngkerralye Aboriginal Corporation,17/12/2001,Registered,17/12/2001,Small,,NT,0872,ALICE SPRINGS,Land and waters management?care for Country; Other,,26,11,5,6,0,,,,,,,< $100K,< $100K,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3925,,,,,,,,,,,,,
3926,Akarrulenye Health Council Aboriginal Corporation,10/12/2001,Deregistered,24/10/2009,Medium,,NT,0871,ALICE SPRINGS,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3926,,,,,,,,,,,,,
3927,Mac-Banga Aboriginal Corporation,10/12/2001,Deregistered,24/10/2009,Medium,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3927,,,,,,,,,,,,,
3928,Bana Mindilji Aboriginal Corporation,14/12/2001,Registered,14/12/2001,Small,87188764899,QLD,4895,WUJAL WUJAL,"Agriculture, aquaculture, forestry, fishing; Land and waters management?care for Country; Other",,56,5,2,2,0,< $100K,< $100K,0,< $100K,< $100K,0,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3928,,,,,,,,,,,,,
3929,Wilyakali Aboriginal Corporation,03/01/2002,Registered,3/01/2002,Small,13704657083,NSW,2880,BROKEN HILL,Other,,16,3,0,3,0,< $100K,< $100K,0,< $100K,< $100K,0,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3929,,,,,,,,,,,,,
3930,Porumal-Gal Fisheries (Torres Strait Islanders) Corporation,07/01/2002,Deregistered,31/05/2006,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3930,,,,,,,,,,,,,
3931,Warraber-Gal Fisheries (Torres Strait Islanders) Corporation,07/01/2002,Deregistered,31/05/2006,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3931,,,,,,,,,,,,,
3932,Badi Fisheries (Torres Strait Islanders) Corporation,07/01/2002,Deregistered,31/05/2006,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3932,,,,,,,,,,,,,
3933,Erub Mekik Le Torres Strait Islanders Corporation,07/01/2002,Deregistered,31/05/2006,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3933,,,,,,,,,,,,,
3934,Malu Kiai (Torres Strait Islanders) Corporation RNTBC,07/01/2002,Registered,7/01/2002,Small,56498169808,QLD,4875,THURSDAY ISLAND,Land and waters management?care for Country; Other,,136,7,5,1,0,< $100K,< $100K,0,< $100K,< $100K,0,< $100K,< $100K,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3934,,,,,,,,,,,,,
3935,Ugar Ged Kem Le Zeuber Er Kep Le (Torres Strait Islanders) Corporation RNTBC,07/01/2002,Registered,7/01/2002,Small,19972491084,QLD,4875,THURSDAY ISLAND,Land and waters management?care for Country; Other,,79,5,5,0,0,< $100K,< $100K,0,< $100K,< $100K,0,< $100K,< $100K,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3935,,,,,,,,,,,,,
3936,Kayiyirriwareny Aboriginal Corporation,07/01/2002,Deregistered,24/10/2009,Medium,,WA,6743,Kununurra,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3936,,,,,,,,,,,,,
3937,Tjurabalan Native Title Land Aboriginal Corporation RNTBC,07/01/2002,Registered,7/01/2002,Small,,WA,6000,Perth,Land and waters management?care for Country; Other,Y,419,12,5,5,0,< $100K,< $100K,0,,,0,< $100K,< $100K,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3937,,,,,,,,,,,,,
3938,Baddagun Aboriginal Corporation,19/07/2002,Deregistered,22/06/2010,Small,61509616998,QLD,4868,White Rock,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3938,,,,,,,,,,,,,
3939,Toowoomba Council of Elders Aboriginal Corporation,25/02/2002,Deregistered,14/02/2012,Small,92032347479,QLD,4350,TOOWOOMBA,Communication services; Other services,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3939,,,,,,,,,,,,,
3940,Marle Ingkherekenhe Arndaritjika Aboriginal Corporation,12/03/2002,Registered,12/03/2002,Medium,11405330306,NT,0872,ALICE SPRINGS,Education and training,,20,5,0,5,0,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3940,,,,,,,,,,,,,
3941,Guboo Foundation Aboriginal Corporation,21/01/2002,Deregistered,2/06/2006,Not Sized,,,,,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3941,,,,,,,,,,,,,
3942,Ma Dowling Aboriginal Corporation,25/01/2002,Deregistered,23/01/2018,Small,,NT,0850,KATHERINE,Land and waters management?care for Country,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3942,,,,,,,,,,,,,
3943,Pitta Pitta Aboriginal Corporation RNTBC,05/02/2002,Registered,5/02/2002,Medium,23572640380,QLD,4814,AITKENVALE,Heritage and culture; Land and waters management?care for Country; Other,,562,11,2,9,0,$100K - $5m,$100K - $2.5m, 1-4,$100K - $5m,$100K - $2.5m, 1-4,$100K - $5m,$100K - $2.5m,0,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3943,,,,,,,,,,,,,
3944,Moura Aboriginal Corporation,25/01/2002,Deregistered,24/10/2009,Medium,,WA,6535,NORTHAMPTON,,,,,,,,,,,,,,,,,https://register.oric.gov.au/PrintCorporationSearch.aspx?corporationName=&icn=3944,,,,,,,,,,,,,
